,Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume,Year_date_format,Volume_litres
0,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","2613,845506",31-12-2007,2613845506.0
1,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","2513,025824",31-12-2008,2513025824.0
2,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","2421,088595",31-12-2009,2421088595.0
3,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","2422,128432",31-12-2010,2422128432.0
4,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","2439,33622",31-12-2011,2439336220.0
5,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","2350,706878",31-12-2012,2350706878.0
6,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","2334,371075",31-12-2013,2334371075.0
7,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","2411,08918",31-12-2014,2411089180.0
8,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","2514,830016",31-12-2015,2514830016.0
9,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","2541,507631",31-12-2016,2541507631.0
10,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","2693,28005",31-12-2017,2693280050.0
11,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","2842,976953",31-12-2018,2842976953.0
12,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","2992,020037",31-12-2019,2992020037.0
13,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","3129,02332",31-12-2020,3129023320.0
14,1,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","3230,097024",31-12-2021,3230097024.0
15,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","1527,323946",31-12-2007,1527323946.0
16,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","1560,079203",31-12-2008,1560079203.0
17,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","1603,217792",31-12-2009,1603217792.0
18,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","1623,818046",31-12-2010,1623818046.0
19,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","1651,190297",31-12-2011,1651190297.0
20,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","1687,361082",31-12-2012,1687361082.0
21,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","1674,914394",31-12-2013,1674914394.0
22,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","1628,408856",31-12-2014,1628408856.0
23,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","1593,177076",31-12-2015,1593177076.0
24,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","1511,083599",31-12-2016,1511083599.0
25,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","1494,300042",31-12-2017,1494300042.0
26,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","1482,403794",31-12-2018,1482403794.0
27,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","1462,889904",31-12-2019,1462889904.0
28,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","1475,318219",31-12-2020,1475318219.0
29,2,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","1481,95942",31-12-2021,1481959420.0
30,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","519,1570874",31-12-2007,519157087.40000004
31,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","498,6295535",31-12-2008,498629553.5
32,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","525,5636082",31-12-2009,525563608.2
33,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","673,0312344",31-12-2010,673031234.4
34,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","816,6885596",31-12-2011,816688559.5999999
35,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","908,3348745",31-12-2012,908334874.5
36,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","951,7625705",31-12-2013,951762570.5
37,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","954,5248795",31-12-2014,954524879.5
38,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","1041,447991",31-12-2015,1041447991.0
39,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","1225,809768",31-12-2016,1225809768.0
40,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","1272,608979",31-12-2017,1272608979.0
41,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","1275,200171",31-12-2018,1275200171.0
42,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","1245,600776",31-12-2019,1245600776.0
43,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","1281,698565",31-12-2020,1281698565.0
44,3,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","1314,849126",31-12-2021,1314849126.0
45,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","2851,480547",31-12-2007,2851480547.0
46,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","3012,87936",31-12-2008,3012879360.0
47,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","3204,334693",31-12-2009,3204334693.0
48,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","3432,131323",31-12-2010,3432131323.0
49,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","3708,793219",31-12-2011,3708793219.0
50,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","3690,16943",31-12-2012,3690169430.0
51,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","3747,622542",31-12-2013,3747622542.0
52,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","3705,497658",31-12-2014,3705497658.0
53,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","3647,64655",31-12-2015,3647646550.0
54,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","3712,059189",31-12-2016,3712059189.0
55,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","3730,12338",31-12-2017,3730123380.0
56,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","3811,532919",31-12-2018,3811532919.0
57,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","3827,867144",31-12-2019,3827867144.0
58,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","3477,529934",31-12-2020,3477529934.0
59,4,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","3490,710758",31-12-2021,3490710758.0
60,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","4468,82707",31-12-2007,4468827070.0
61,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","4628,663923",31-12-2008,4628663923.0
62,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","4895,915203",31-12-2009,4895915203.0
63,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","5110,190402",31-12-2010,5110190402.0
64,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","5235,445565",31-12-2011,5235445565.0
65,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","5480,1969",31-12-2012,5480196900.0
66,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","5627,01155",31-12-2013,5627011550.0
67,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","5505,369141",31-12-2014,5505369141.0
68,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","5646,076843",31-12-2015,5646076843.0
69,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","5800,711599",31-12-2016,5800711599.0
70,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","5894,056014",31-12-2017,5894056014.0
71,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","6024,256409",31-12-2018,6024256409.0
72,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","6183,858351",31-12-2019,6183858351.0
73,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","6332,976954",31-12-2020,6332976954.0
74,5,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","6467,912797",31-12-2021,6467912797.0
75,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","5903,72651",31-12-2007,5903726510.0
76,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","5939,87774",31-12-2008,5939877740.0
77,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","5898,444737",31-12-2009,5898444737.0
78,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","5979,117958",31-12-2010,5979117958.0
79,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","6067,530078",31-12-2011,6067530078.0
80,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","6275,056723",31-12-2012,6275056723.0
81,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","6244,57015",31-12-2013,6244570150.0
82,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","6221,842438",31-12-2014,6221842438.0
83,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","5966,369128",31-12-2015,5966369128.0
84,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","5739,119655",31-12-2016,5739119655.0
85,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","5948,624348",31-12-2017,5948624348.0
86,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","5893,162836",31-12-2018,5893162836.0
87,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","5968,146404",31-12-2019,5968146404.0
88,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","5947,176102",31-12-2020,5947176102.0
89,6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","6014,875688",31-12-2021,6014875688.0
90,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2007,"Monday, 31 December 2007","2920,166254",31-12-2007,2920166254.0
91,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2008,"Wednesday, 31 December 2008","2760,164216",31-12-2008,2760164216.0
92,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2009,"Thursday, 31 December 2009","2753,55318",31-12-2009,2753553180.0
93,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2010,"Friday, 31 December 2010","2759,889528",31-12-2010,2759889528.0
94,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2011,"Saturday, 31 December 2011","2629,618668",31-12-2011,2629618668.0
95,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2012,"Monday, 31 December 2012","2684,18017",31-12-2012,2684180170.0
96,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2013,"Tuesday, 31 December 2013","2680,082234",31-12-2013,2680082234.0
97,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2014,"Wednesday, 31 December 2014","2591,159867",31-12-2014,2591159867.0
98,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2015,"Thursday, 31 December 2015","2582,964503",31-12-2015,2582964503.0
99,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2016,"Saturday, 31 December 2016","2589,796559",31-12-2016,2589796559.0
100,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2017,"Sunday, 31 December 2017","2531,792714",31-12-2017,2531792714.0
101,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2018,"Monday, 31 December 2018","2507,281391",31-12-2018,2507281391.0
102,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2019,"Tuesday, 31 December 2019","2428,319985",31-12-2019,2428319985.0
103,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2020,"Thursday, 31 December 2020","2422,409227",31-12-2020,2422409227.0
104,7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Food/drink/tobacco specialists,3,million litres,2021,"Friday, 31 December 2021","2415,957177",31-12-2021,2415957177.0
105,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,"Monday, 31 December 2007","1,490922408",31-12-2007,1490.9224080000001
106,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,"Wednesday, 31 December 2008","1,372390266",31-12-2008,1372.390266
107,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,"Thursday, 31 December 2009","1,315863411",31-12-2009,1315.863411
108,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,"Friday, 31 December 2010","1,26964939",31-12-2010,1269.64939
109,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,"Saturday, 31 December 2011","1,252933261",31-12-2011,1252.933261
110,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,"Monday, 31 December 2012","1,239903723",31-12-2012,1239.9037230000001
111,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,"Tuesday, 31 December 2013","1,243979009",31-12-2013,1243.9790090000001
112,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,"Wednesday, 31 December 2014","1,225845521",31-12-2014,1225.8455210000002
113,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,"Thursday, 31 December 2015","1,225371781",31-12-2015,1225.371781
114,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,"Saturday, 31 December 2016","1,202578767",31-12-2016,1202.5787670000002
115,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,"Sunday, 31 December 2017","1,333141344",31-12-2017,1333.141344
116,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,"Monday, 31 December 2018","1,398380911",31-12-2018,1398.380911
117,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,"Tuesday, 31 December 2019","1,473054979",31-12-2019,1473.054979
118,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,"Thursday, 31 December 2020","1,655613159",31-12-2020,1655.613159
119,1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,"Friday, 31 December 2021","1,799331458",31-12-2021,1799.3314579999999
120,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,"Monday, 31 December 2007","13,96896815",31-12-2007,13968.96815
121,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,"Wednesday, 31 December 2008","14,09511555",31-12-2008,14095.115549999999
122,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,"Thursday, 31 December 2009","14,8670674",31-12-2009,14867.0674
123,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,"Friday, 31 December 2010","15,75953766",31-12-2010,15759.53766
124,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,"Saturday, 31 December 2011","18,52082419",31-12-2011,18520.82419
125,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,"Monday, 31 December 2012","22,3242736",31-12-2012,22324.2736
126,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,"Tuesday, 31 December 2013","28,22874142",31-12-2013,28228.74142
127,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,"Wednesday, 31 December 2014","36,11766111",31-12-2014,36117.66111
128,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,"Thursday, 31 December 2015","46,25140641",31-12-2015,46251.40641
129,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,"Saturday, 31 December 2016","60,76991041",31-12-2016,60769.910410000004
130,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,"Sunday, 31 December 2017","69,00662167",31-12-2017,69006.62167000001
131,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,"Monday, 31 December 2018","79,41235689",31-12-2018,79412.35689
132,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,"Tuesday, 31 December 2019","85,76700023",31-12-2019,85767.00022999999
133,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,"Thursday, 31 December 2020","93,90873386",31-12-2020,93908.73386
134,2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,"Friday, 31 December 2021","101,2606903",31-12-2021,101260.69029999999
135,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,"Monday, 31 December 2007","0,115168162",31-12-2007,115.16816200000001
136,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,"Wednesday, 31 December 2008","0,216561325",31-12-2008,216.561325
137,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,"Thursday, 31 December 2009","0,332112551",31-12-2009,332.112551
138,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,"Friday, 31 December 2010","0,336176145",31-12-2010,336.17614499999996
139,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,"Saturday, 31 December 2011","0,3831917",31-12-2011,383.1917
140,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,"Monday, 31 December 2012","0,322094113",31-12-2012,322.094113
141,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,"Tuesday, 31 December 2013","0,31786322",31-12-2013,317.86322
142,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,"Wednesday, 31 December 2014","0,34613708",31-12-2014,346.13707999999997
143,3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,"Thursday, 31 December 2015","0,510234851",31-12-2015,510.234851
