,Year_text,Location,Subcategory_ID,volume_litres,RSP
409,2019,5.0,7,1538553921.6,2806186392.4179335
410,2019,5.0,8,12829413696.16,37212199941.36797
411,2019,5.0,9,1307693201.488,2138498285.9195957
412,2019,5.0,10,2006756984.5290003,9245880336.791063
413,2019,5.0,11,9842673766.598,26336127094.472366
414,2019,5.0,12,949628024.3970001,1523403.272822135
415,2019,5.0,13,16328056114.805,44359152449.57343
416,2019,5.0,14,1153077694.801,17114153157.961416
417,2019,5.0,15,670650.244028,20233.447898811974
418,2019,5.0,16,340195.358818,2060.1830700184178
419,2019,5.0,17,405721.636281,1690.8399226291917
420,2019,6.0,1,1893658520.021,15639179815.29487
421,2019,6.0,2,766460963.724,5144093.752617603
422,2019,6.0,3,410162242.782,1737687.3553959369
423,2019,6.0,4,23166966948.25,93085867196.65038
424,2019,6.0,6,252471819.965,2215139.6585024404
425,2019,6.0,7,110229999.99900001,468978545.450291
426,2019,6.0,8,23577129193.946,94822519592.32927
427,2019,6.0,9,2660119483.2390003,20783933541.412086
428,2019,6.0,10,6093540669.142,34920367704.04432
429,2019,6.0,11,11461074609.195,40437263238.11344
430,2019,6.0,12,5612351670.635,17727110782.907345
431,2019,6.0,13,26599950491.02,118282779846.96686
432,2019,6.0,14,3657892960.0930004,53553432880.74922
433,2019,6.0,15,2055679.107236,76959986.49910961
434,2019,6.0,16,885049.476441,6243.349018554986
435,2019,6.0,17,291147.637959,1886.9568563253404
436,2019,7.0,1,2249372197.906,13409218789.3845
437,2019,7.0,2,1337332198.64,7499862995.813554
438,2019,7.0,3,1188912465.24,5043628658.259512
439,2019,7.0,4,21461462514.205,102552210094.20451
440,2019,7.0,6,441414849.46000004,3685463.6637453972
441,2019,7.0,7,1145246748.7649999,4300926654.750654
442,2019,7.0,8,22650374980.152,107595781263.3322
443,2019,7.0,9,3586704396.332,20903277224.789646
444,2019,7.0,10,9258632212.746,53170887854.88099
445,2019,7.0,11,10194943771.011,47040740552.440254
446,2019,7.0,12,2007886531.067,2334868052.8094845
447,2019,7.0,13,27823740973.842,136479729436.85056
448,2019,7.0,14,11660811523.515999,
449,2019,7.0,15,1880017.975123,
450,2019,7.0,16,490717.48562299996,4715.285330283735
451,2019,7.0,17,1197591.792265,6387822.664919323
452,2020,1.0,1,61798290.936000004,771481890.072
453,2020,1.0,2,247485362.80900002,2870629.8155780775
454,2020,1.0,3,131243505.04300001,381708209.32353437
455,2020,1.0,4,66823322880.75,165220798323.29462
456,2020,1.0,6,281766617.497,2914585.8980097477
457,2020,1.0,7,341321027.651,1596501.580948226
458,2020,1.0,8,66954566382.16,165599927525.23453
459,2020,1.0,9,309283653.778,3641339.587198589
460,2020,1.0,10,7650237457.4,39594228973.965775
461,2020,1.0,11,19715398175.2,75100516741.5341
462,2020,1.0,12,39457687244.25,50527599500.16382
463,2020,1.0,13,67886937684.297,173750840508.2606
464,2020,1.0,14,6197159431.159,94154422262.78558
465,2020,1.0,15,12693542.939139001,224692909.40345618
466,2020,1.0,16,1233953.399788,6507754.234862482
467,2020,1.0,17,13528.298481999998,171036.34509385712
468,2020,2.0,1,264875644.719,2848662.594147736
469,2020,2.0,2,22209665.591,259449275.31304544
470,2020,2.0,3,35178983.769,255298910.78074285
471,2020,2.0,4,1819048559.271,13420358254.764606
472,2020,2.0,6,14610286.139,133440613.40286666
473,2020,2.0,7,8120029.497,26390095.865250003
474,2020,2.0,8,1854227543.063,13675678222.137789
475,2020,2.0,9,287085310.333,3107923.5512356483
476,2020,2.0,10,933421010.097,8319752.540157183
477,2020,2.0,11,856776238.7340001,4971701.558021217
478,2020,2.0,12,28851310.358,130328332.99648276
479,2020,2.0,13,2164043168.928,16943337990.363728
480,2020,2.0,14,678485187.583,9899078.87252365
481,2020,2.0,15,75321.856271,5529.628541708346
482,2020,2.0,16,296573.659392,3078.5743835203234
483,2020,2.0,17,133540.126237,1059.3518969397835
484,2020,3.0,1,76875889.007,296521286.16985714
485,2020,3.0,2,169404470.652,546304358.0197634
486,2020,3.0,3,1059634551.255,2706066726.6483817
487,2020,3.0,4,19154830654.2,38981655367.37272
488,2020,3.0,6,69668782.424,296589959.4621714
489,2020,3.0,7,288549459.815,627020971.5011072
490,2020,3.0,8,20214465203.605,41689959427.77723
491,2020,3.0,9,246280359.655,841958465.3246138
492,2020,3.0,10,4870997458.833,14480992445.362486
493,2020,3.0,11,9820117872.057,18997228026.01495
494,2020,3.0,12,4463715324.128,5504648938.020753
495,2020,3.0,13,20818963806.72,43455924452.89517
496,2020,3.0,14,2650722192.4519997,18780031768.62824
497,2020,3.0,15,2257695.375043,34433353.99722358
498,2020,3.0,16,191567.64891400002,645543.066913323
499,2020,3.0,17,122398.715067,410336.67592133605
500,2020,4.0,1,57764192.826000005,503942785.68889654
501,2020,4.0,2,22165677.045999996,195460970.31472725
502,2020,4.0,3,82209640.457,268685166.3716585
503,2020,4.0,4,31014399990.484,113622465380.75652
504,2020,4.0,6,58806273.323,294031366.615
505,2020,4.0,7,183593581.083,555769699.2566901
506,2020,4.0,8,31096609634.817,113887570334.74847
507,2020,4.0,9,79929869.868,699386361.345
508,2020,4.0,10,3015979033.838,18714869899.959602
509,2020,4.0,11,27243789645.7,93412278746.65152
510,2020,4.0,12,754631312.867,1493270.4389712554
511,2020,4.0,13,31418939359.191,115440777191.0108
512,2020,4.0,14,2029899827.196,18598082209.861286
513,2020,4.0,15,1645613.9697460001,48870535.88646657
514,2020,4.0,16,406524.339377,3120.3489833261624
515,2020,4.0,17,121931.29230199999,550689.689003295
516,2020,5.0,1,32332944.486,219257779.7956875
517,2020,5.0,2,6124639.898,59204852.34733333
518,2020,5.0,3,44907092.23199999,145698565.90826663
519,2020,5.0,4,13201938923.34,38613821359.328186
520,2020,5.0,5,1301978091.3,2008966194.6403224
521,2020,5.0,6,678132324.03,2300448.8868274335
522,2020,5.0,7,1592258390.059,3161513047.0957904
523,2020,5.0,8,13246846015.55,38758549461.516
524,2020,5.0,9,1340435675.13,2284742598.505164
525,2020,5.0,10,2097364367.958,9822706465.29114
526,2020,5.0,11,10048638583.3,26950030695.444153
527,2020,5.0,12,1055935970.923,1840888373.5504193
528,2020,5.0,13,16857672403.381,46504096281.8385
529,2020,5.0,14,1200526642.6409998,17756998567.755802
530,2020,5.0,15,667387.501609,21360.40237533573
531,2020,5.0,16,336745.649097,2023.471630330638
532,2020,5.0,17,399330.791354,1653.3695922727018
